case_id,asset_id,display_key,lens_id,title,publication_date,earliest_priority_date,applicants,owners,inventors,jurisdiction,kind,legal_status,cpc_classifications,ipcr_classifications,url,match_score,ri_relevance_reason,source_type,mocked,confidence_0_1
auto_access_scient_articles_echogenic_including_medical_pattern_sam,asset_d4a13e0a4d9e,WO 2017/027746 A1,167-053-262-321-003,ECHOGENIC PATTERN AND MEDICAL ARTICLES INCLUDING SAME,2017-02-16,2015-08-11,ACCESS SCIENT LLC;;CADENCE SCIENCE INC,,NGUYEN TU;;BEALKA DAVID JOSEPH,WO,A1,PENDING,A61B17/3415;;A61B17/3417;;A61M25/0108;;A61M5/329;;A61B17/3415;;A61B17/3417;;A61B34/20;;A61B2034/2063;;A61M25/0108,A61B17/34;;A61M29/00,https://lens.org/167-053-262-321-003,6,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_advanced_interconnections_adapter_circuit_gullwing_having_integrated_leads,asset_fc8e6dde0fa4,WO 1991/015881 A1,081-222-993-269-671,INTEGRATED CIRCUIT ADAPTER HAVING GULLWING-SHAPED LEADS,1991-10-17,1990-04-06,ADVANCED INTERCONNECTIONS,,MURPHY JAMES V,WO,A1,PENDING,H10P72/0438;;H01R12/716;;H05K7/1023;;H05K7/1084,H01L21/00;;H05K7/10,https://lens.org/081-222-993-269-671,7,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_advanced_interconnections_construction_improved_positioning_socket_termina,asset_f7389f4d5eaf,EP 0139662 B1,008-621-902-392-449,IMPROVED SOCKET TERMINAL POSITIONING METHOD AND CONSTRUCTION,1991-03-27,1983-03-22,"ADVANCED INTERCONNECTIONS, INC.",,"MURPHY, JAMES, V.",EP,B1,EXPIRED,B65D73/0042;;H01R4/02;;H01R12/58;;H01R12/65;;H01R43/205;;H05K3/306;;H05K2201/10333;;H05K2201/10424;;H05K2203/0195;;Y10T29/4987;;Y10T29/49876;;B65D73/0042;;H01R4/02;;H01R12/58;;H01R12/65;;H01R43/205;;H05K3/306;;H05K2201/10333;;H05K2201/10424;;H05K2203/0195;;Y10T29/4987;;Y10T29/49876,B23P19/02;;B23P19/00;;B23P21/00;;B65D73/00;;H01R4/02;;H01R43/20;;H05K3/30;;H05K3/34;;H05K13/04,https://lens.org/008-621-902-392-449,5,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_aebischer_patrick_combinations_defined_immunosuppressants_immunosu,asset_3918cb68190e,WO 1992/017130 A1,104-519-806-801-811,LOCAL IMMUNOSUPPRESSION BY POLYMER RELEASE OF DEFINED COMBINATIONS OF IMMUNOSUPPRESSANTS,1992-10-15,1991-03-29,AEBISCHER PATRICK;;LACY PAUL E,,AEBISCHER PATRICK;;LACY PAUL E,WO,A1,PENDING,A61K9/0024;;A61K38/00;;C07K16/28,A61K9/00;;A61K38/00;;C07K16/28,https://lens.org/104-519-806-801-811,7,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_aegis_technologie_chronic_copd_disease_imidazoline_inhalation_obst,asset_06eb0cb0e065,EP 0527925 A1,079-290-739-621-943,TREATMENT OF CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD) BY INHALATION OF AN IMIDAZOLINE.,1993-02-24,1990-05-07,AEGIS TECHNOLOGIE INC,,SKUPIN ALVARO H,EP,A1,DISCONTINUED,A61K9/0075;;A61K9/008;;A61K31/415;;A61P11/00;;A61K9/0075;;A61K9/008;;A61K31/415,A61K9/72;;A61K9/00;;A61K31/415;;A61P11/00,https://lens.org/079-290-739-621-943,7,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_aegis_technology_chronic_copd_disease_imidazoline_inhalation_obst,asset_63a3ab3cfeac,WO 1991/016891 A1,113-615-057-154-472,TREATMENT OF CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD) BY INHALATION OF AN IMIDAZOLINE,1991-11-14,1990-05-07,AEGIS TECHNOLOGY INC,,SKUPIN ALVARO H,WO,A1,PENDING,A61K9/0075;;A61K9/008;;A61K31/415;;A61P11/00;;A61K9/0075;;A61K9/008;;A61K31/415,A61K9/72;;A61K9/00;;A61K31/415;;A61P11/00,https://lens.org/113-615-057-154-472,7,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_agricultural_corp_apparat_massedyrkning_planter,asset_36d824e3a0a1,DK 2912937 T3,154-808-908-087-123,Apparat til massedyrkning af planter,2019-02-11,2012-10-25,AGRICULTURAL CORP GREEN K FARM K FARM CO LTD;;GREEN PLUS CO LTD,,PARK YEONG HWAN,DK,T3,ACTIVE,A01G9/143;;A01G31/04;;A01G31/06;;Y02A40/25;;Y02P60/21;;A01G31/06;;A01G9/143;;A01G31/04;;Y02A40/25;;Y02P60/21;;A01G9/14;;A01G9/02;;A01G9/143;;A01G31/02;;A01G31/04;;A01G31/06;;Y02A40/25;;Y02P60/21,A01G9/14;;A01G31/02;;A01G31/04;;A01G31/06,https://lens.org/154-808-908-087-123,3,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_alkermes_rege_compound_narcolepsy,asset_dedf61099bd7,IL 326910 A,069-608-703-072-166,Compound for use in treating narcolepsy,2026-05-01,2023-10-20,ALKERMES INC;;REGE BHASKAR M;;LANDRY ISHANI SAVANT;;BERELLINI GIULIANO;;KHARIDIA JAHNAVI;;MACPHEE J MICHAEL;;KUMAR ROHIT;;CHEN JUN;;HUKKANEN ERIC J;;KHITERER MARIYA;;HOGAN PHILIP C;;YAGODA SERGEY A,,REGE BHASKAR M;;LANDRY ISHANI SAVANT;;BERELLINI GIULIANO;;KHARIDIA JAHNAVI;;MACPHEE J MICHAEL;;KUMAR ROHIT;;CHEN JUN;;HUKKANEN ERIC J;;KHITERER MARIYA;;HOGAN PHILIP C;;YAGODA SERGEY A,IL,A,PENDING,A61K31/445;;A61K9/4866;;A61K9/2054;;A61K9/2018;;A61K9/2027;;A61K31/4353;;A61K31/445;;A61K9/4866;;A61K9/2054;;A61K9/2018;;A61K9/4816;;A61P25/26;;A61K9/2027;;A61K9/0053;;A61P25/26;;A61K9/0053;;A61K9/4816;;A61K31/4353,A61K31/4353;;A61K31/445;;A61P25/26,https://lens.org/069-608-703-072-166,2,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_alliance_sustainable_films_halide_making_metal_organo_perovskites_sam,asset_45136783c407,WO 2016/187340 A1,169-613-006-248-674,ORGANO-METAL HALIDE PEROVSKITES FILMS AND METHODS OF MAKING THE SAME,2016-11-24,2015-05-19,ALLIANCE SUSTAINABLE ENERGY;;BROWN UNIV - TECH VENTURES OFFICE,,ZHU KAI;;YANG MENGJIN;;ZHOU YUANYUAN;;PADTURE NITIN P,WO,A1,PENDING,H10K71/15;;H10K30/10;;H10K30/151;;H10K30/50;;H10K71/40;;H10K71/441;;H10K85/50;;Y02E10/549;;Y02P70/50;;H10K71/15;;H10K30/10;;H10K30/151;;H10K30/50;;H10K71/40;;H10K71/441;;H10K85/30;;H10K85/50;;Y02E10/549;;Y02P70/50,H01L31/04;;H10K99/00,https://lens.org/169-613-006-248-674,7,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_alphacryptec_hwang_alleviating_containing_cosmetic_daphnetin_inflam,asset_6b8beb81c1d6,WO 2009/096695 A2,108-813-322-153-291,COSMETIC COMPOSITION FOR ALLEVIATING PRURITUS OR INFLAMMATION CONTAINING DAPHNETIN,2009-08-06,2008-01-28,"ALPHACRYPTEC CO., LTD.;;HWANG, Sun One",,,WO,A2,PENDING,A61K8/498;;A61K2800/70;;A61K2800/75;;A61Q5/00;;A61Q17/00;;A61K8/34;;A61K8/33;;A61Q19/00,A61K8/34,https://lens.org/108-813-322-153-291,6,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_ambrogi_apparato_arboree_attuazione_colture_dell_disposi,asset_614b69cf2f0d,IT 1397869 B1,048-479-776-733-615,IMPIANTO DI IRRIGAZIONE DELL'APPARATO RADICALE NELLE COLTURE ARBOREE E DISPOSITIVO PER LA SUA ATTUAZIONE.,2013-02-04,2009-09-18,AMBROGI,,AMBROGI BRUNO,IT,B1,ACTIVE,A01G27/006,,https://lens.org/048-479-776-733-615,10,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_amel_tech_crystal_display_liquid_transflective,asset_91d9fd573244,WO 2016/167788 A1,008-297-203-672-458,TRANSFLECTIVE LIQUID CRYSTAL DISPLAY,2016-10-20,2015-04-17,AMEL TECH LLC,,NEVEUX NATHANAEL,WO,A1,PENDING,G02F1/133602;;G02F1/133514;;G02F1/133521;;G02F1/133555;;G02F1/133626;;G02F2201/52;;G02F1/133602;;G02F1/133514;;G02F1/133521;;G02F1/133555;;G02F1/133626;;G02F2201/52;;G02F2203/01;;G09G3/3607;;G09G2360/144,G02F1/133,https://lens.org/008-297-203-672-458,4,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_american_power_alta_energia_fases,asset_1a6facc929c0,BR 112012003835 A2,109-456-327-850-313,ups de alta energia de três fases,2016-03-22,2009-08-20,AMERICAN POWER CONV CORP,,NIELSEN HENNING R,BR,A2,DISCONTINUED,H02J9/062;;H02J9/063;;H02M1/009;;H02M5/458;;H02M7/217;;H02M5/4585;;H02J9/062;;H02J9/063;;H02M1/009;;H02M5/458;;H02M7/217,H02J9/06;;H02M1/42;;H02M7/217,https://lens.org/109-456-327-850-313,3,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_american_power_aparelho_fonte_para_sistema_todo,asset_7e28a81170bc,BR PI0910995 A2,191-381-162-249-377,"aparelho, sistema e método para uma fonte ups",2016-01-19,2008-04-02,AMERICAN POWER CONV CORP,,COHEN DANIEL C;;COLUCCI DAVID A;;SPITAELS JAMES S;;MELANSON MARK R,BR,A2,DISCONTINUED,G06F1/30;;H02J9/062;;H02J7/865;;G06F1/30;;H02J9/062,G06F1/30;;H02J9/06,https://lens.org/191-381-162-249-377,5,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_american_power_bipolares_carregador_entradas_isolado,asset_7c30dc8e6521,BR PI0911263 A2,010-738-968-129-273,carregador não isolado com entradas bipolares,2015-10-13,2008-04-02,AMERICAN POWER CONV CORP,,SAMSTAD JEFFREY B,BR,A2,DISCONTINUED,H02M3/1582;;H02J7/00;;H02J9/04;;H02J9/063;;H02J2207/20;;H02M3/1582;;H02J7/00;;H02J9/04;;H02J9/063;;H02J2207/20,H02J9/04;;H02J7/00;;H02M3/158,https://lens.org/010-738-968-129-273,4,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_american_power_calibration_converters_current_parallel_power_se,asset_03dc5ee197cc,IN 6221DEN2014 A,156-930-406-571-945,CALIBRATION OF CURRENT SENSORS IN PARALLEL POWER CONVERTERS,2015-10-23,2012-01-05,AMERICAN POWER CONV CORP,,BERARD OLIVIER,IN,A,PENDING,G05F1/625;;G01R31/42;;G01R35/005;;H02J3/46;;H02J9/062;;H02M7/493;;G05F1/625;;G01R31/42;;G01R35/005;;H02J3/46;;H02J9/062;;H02M7/493,G01R31/42;;G01R35/00;;H02M7/493,https://lens.org/156-930-406-571-945,6,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_american_tourister_handle_luggage_pull,asset_d86b54ae5c47,EP 0536389 A1,183-565-414-850-027,LUGGAGE WITH PULL HANDLE.,1993-04-14,1991-04-29,AMERICAN TOURISTER INC,,BIEBER DAVID;;LIU SHAUMIN,EP,A1,DISCONTINUED,A45C13/262;;A45C5/14;;A45C13/262;;A45C5/14,A45C5/14;;A45C13/26,https://lens.org/183-565-414-850-027,3,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_american_tourister_handle_luggage_pull,asset_ddbd225261a7,WO 1992/019122 A1,085-313-274-279-899,LUGGAGE WITH PULL HANDLE,1992-11-12,1991-04-29,AMERICAN TOURISTER INC,,BIEBER DAVID;;LIU SHAUMIN,WO,A1,PENDING,A45C13/262;;A45C5/14;;A45C13/262;;A45C5/14,A45C5/14;;A45C13/26,https://lens.org/085-313-274-279-899,3,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_american_tourister_unknown_invention,asset_c7992df3020b,BG 96936 A,089-836-207-086-761,КУФАР С ИЗТЕГЛЯЩА СЕ ДРЪЖКА,1993-12-24,1990-03-02,AMERICAN TOURISTER INC,,CARPENTER LESTER;;SCHMITT WAYNE;;SNELL LAURENCE;;BIEBER DAVID,BG,A,EXPIRED,A45C13/262;;A45C5/14;;A45C13/262;;A45C5/14,A45C5/14;;A45C13/22;;A45C13/26;;A45C13/28,https://lens.org/089-836-207-086-761,1,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_amogreentech_amolifescience_bocal_dispositivo_eletrofia_inje_mesmo_para_usan,asset_18459063a3a2,BR PI1010699 A2,175-290-116-792-981,bocal de injeção para eletrofiação e dispositivo de eletrofiação usando o mesmo,2016-03-15,2009-06-12,AMOGREENTECH CO LTD,"AMOGREENTECH CO., LTD. (KR) , AMOLIFESCIENCE CO., (2017-06-27)",JO BYUNGGWANG;;KIM CHAN;;KIM CHEOLHYEON;;SEO INYONG;;KIM JAEHWAN;;SUH SANGCHUL;;LEE SEUNGHOON,BR,A2,ACTIVE,D01D5/0069;;D01D4/02;;D01D4/06;;D01D5/00;;D01D5/0069,D01D4/02;;B29C48/30;;D01D4/06;;D01D5/00,https://lens.org/175-290-116-792-981,8,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_amogreentech_anvendende_jkapacitets_katalytisk_konverter_meta,asset_586cea8b2958,DK 2556886 T3,156-047-931-799-574,Højkapacitets-metalkatalysatorbærer og katalytisk konverter anvendende samme,2015-08-31,2010-04-05,AMOGREENTECH CO LTD,,KIM MYOUNG SOO;;KO SUN HWAN;;HUR TAE HYUN;;KIM TONG BOK;;YANG SUNG CHUL,DK,T3,ACTIVE,F01N3/2814;;B01D53/94;;B01J23/34;;B01J23/42;;B01J23/44;;B01J23/50;;B01J23/72;;B01J23/75;;B01J23/755;;B01J37/0225;;F01N3/281;;F01N3/2842;;F01N3/2875;;F01N2330/02;;F01N2450/24;;F01N2450/30;;F01N2510/08;;F01N2530/02;;F01N2590/02;;Y10T428/24157;;B01J35/57;;B01D53/94;;B01J23/34;;B01J23/42;;B01J23/44;;B01J23/50;;B01J23/72;;B01J23/75;;B01J23/755;;B01J37/0225;;F01N3/281;;F01N3/2814;;F01N3/2842;;F01N3/2875;;F01N2330/02;;F01N2450/24;;F01N2450/30;;F01N2510/08;;F01N2530/02;;F01N2590/02;;F01N3/2814;;B01D53/94;;B01J23/34;;B01J23/42;;B01J23/44;;B01J23/50;;B01J23/72;;B01J23/75;;B01J23/755;;B01J37/0225;;F01N3/281;;F01N3/2842;;F01N3/2875;;F01N2330/02;;F01N2450/24;;F01N2450/30;;F01N2510/08;;F01N2530/02;;F01N2590/02;;Y10T428/24157,B01D53/94;;B01J23/24;;B01J23/34;;B01J23/42;;B01J23/44;;B01J23/50;;B01J23/72;;B01J23/75;;B01J23/755;;B01J32/00;;B01J35/00;;B01J37/02;;F01N3/20;;F01N3/28,https://lens.org/156-047-931-799-574,6,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_amogreentech_capacidade_catal_catalisador_conversor_emprega_g,asset_348041525734,BR 112012025288 A2,075-587-767-739-975,suporte de catalisador de metal de grande capacidade e conversor catalítico que emprega o mesmo,2016-06-21,2010-04-05,AMOGREENTECH CO LTD,,MOON MYOUNG SOO;;LEE SUN-HWAN;;YANG SUNG CHUL;;HUR TAE HYUN;;KIM TONG BOK,BR,A2,ACTIVE,F01N3/2814;;B01D53/94;;B01J23/34;;B01J23/42;;B01J23/44;;B01J23/50;;B01J23/72;;B01J23/75;;B01J23/755;;B01J37/0225;;F01N3/281;;F01N3/2842;;F01N3/2875;;F01N2330/02;;F01N2450/24;;F01N2450/30;;F01N2510/08;;F01N2530/02;;F01N2590/02;;Y10T428/24157;;B01J35/57;;B01D53/94;;B01J23/34;;B01J23/42;;B01J23/44;;B01J23/50;;B01J23/72;;B01J23/75;;B01J23/755;;B01J37/0225;;F01N3/281;;F01N3/2814;;F01N3/2842;;F01N3/2875;;F01N2330/02;;F01N2450/24;;F01N2450/30;;F01N2510/08;;F01N2530/02;;F01N2590/02;;F01N3/2814;;B01D53/94;;B01J23/34;;B01J23/42;;B01J23/44;;B01J23/50;;B01J23/72;;B01J23/75;;B01J23/755;;B01J37/0225;;F01N3/281;;F01N3/2842;;F01N3/2875;;F01N2330/02;;F01N2450/24;;F01N2450/30;;F01N2510/08;;F01N2530/02;;F01N2590/02;;Y10T428/24157,B01D53/94;;B01J32/00;;B01J35/00;;F01N3/20,https://lens.org/075-587-767-739-975,10,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_amoluxe_anvendende_belysningsapparat_lysdiode,asset_6269b40b07f2,DK 2378193 T3,034-570-053-915-14X,Belysningsapparat anvendende lysdiode,2015-03-30,2009-01-12,AMOLUXE CO LTD,,LEE JAE YEONG;;JEONG SANG DONG;;YOON TAE GI,DK,T3,ACTIVE,F21V29/77;;F21S2/005;;F21S8/086;;F21V9/40;;F21V14/00;;F21V15/01;;F21V29/507;;F21V29/75;;F21V31/005;;F21W2131/103;;F21Y2115/10;;F21V14/02;;F21S2/005;;F21S8/086;;F21V15/01;;F21V29/507;;F21V29/75;;F21V29/77;;F21V31/005;;F21W2131/103;;F21Y2115/10;;Y02B20/30;;F21V29/77;;F21S2/005;;F21S8/086;;F21V9/40;;F21V14/00;;F21V15/01;;F21V29/507;;F21V29/75;;F21V31/005;;F21W2131/103;;F21Y2115/10,F21S2/00;;F21S8/08;;F21V14/00;;F21V15/01;;F21V29/00;;F21W131/103;;F21Y101/02,https://lens.org/034-570-053-915-14X,3,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_amoluxe_anvender_belysningsapparat_lysediode,asset_48effa6405e9,DK 2235433 T3,081-964-033-747-747,"BELYSNINGSAPPARAT, DER ANVENDER EN LYSEDIODE",2016-06-06,2008-01-15,AMOLUXE CO LTD,,GILL JASON JAE,DK,T3,ACTIVE,F21V29/70;;F21S8/086;;F21V29/75;;F21V29/77;;F21V29/773;;F21Y2115/10;;Y10S362/80;;F21K9/20;;F21S8/086;;F21V21/30;;F21V29/70;;F21V29/75;;F21V29/77;;F21W2131/103;;F21Y2115/10;;Y10S362/80;;F21V29/70;;F21S8/086;;F21V29/75;;F21V29/77;;F21V29/773;;F21Y2115/10;;Y10S362/80,F21V29/00;;F21S8/08;;F21S8/10;;F21V29/75;;F21V29/77;;F21Y115/10,https://lens.org/081-964-033-747-747,3,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_amoluxe_luzes,asset_a0da10ad8850,BR 112012025856 A2,102-129-778-954-020,luzes de rua de led,2016-06-28,2010-04-09,AMOLUXE CO LTD,,RYU DO HAENG;;LEE JAE YEONG;;GIL JASON JAE;;JEONG SANG DONG;;LEE YUN NA,BR,A2,DISCONTINUED,F21S8/088;;F21V7/0008;;F21V7/0033;;F21V7/041;;F21V29/78;;F21W2131/103;;F21Y2115/10;;F21V7/00;;F21S8/088;;F21V7/0008;;F21V7/0033;;F21V7/041;;F21V29/78;;F21W2131/103;;F21Y2115/10,F21V17/00;;F21V29/00;;F21W111/02,https://lens.org/102-129-778-954-020,1,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_amphenol_phoenix_avaus_liukutyyppinen_solukkopuhelimen_sulkulaite,asset_f92cb9bc1fd1,FI 20060082 A0,195-563-552-409-631,Solukkopuhelimen liukutyyppinen avaus- ja sulkulaite,2006-01-27,2005-02-01,PHOENIX KOREA CO LTD,"AMPHENOL PHOENIX CO., LTD (2008-02-19)",HAN YOUNG-SOO;;KANG SEONG SIK,FI,A0,DISCONTINUED,H04M1/0237;;G06F1/1624;;G06F1/1671;;H04B1/38;;H04M1/0237;;G06F1/1624;;G06F1/1671,H04M/,https://lens.org/195-563-552-409-631,4,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_amtrol_licensing_accommodating_bladder_changes_characteristics_de,asset_febfaf9c338f,WO 2017/015448 A1,099-310-041-013-269,MULTI-LAYERED GAS-FILLED BLADDER FOR ACCOMMODATING CHANGES IN FLUID CHARACTERISTICS WITHIN A FLUID DELIVERY SYSTEM,2017-01-26,2015-07-22,AMTROL LICENSING INC,,COGLIATI MICHAEL;;VAN HAAREN CHRISTOPHER A,WO,A1,PENDING,F16L55/041;;F15B1/021;;F15B1/025;;F15B1/165;;F15B2201/205;;F15B2201/3154;;F15B2201/3155;;F16L55/052;;F16L55/053,F16L55/04,https://lens.org/099-310-041-013-269,11,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_amtrol_licensing_cylinder_handle_portable,asset_9ae23586c5f2,US 12631297 B2,165-448-308-779-604,Handle for a portable cylinder,2026-05-19,,AMTROL LICENSING INC.,,Carlos Aguiar;;Pedro Alexandre Queiros Oliveira Silva Vieira;;Tiago Teixeira Rego De Oliveira,US,B2,UNKNOWN,F17C13/084;;F17C2201/0109;;F17C2201/058;;F17C2205/0165,F17C13/08,https://lens.org/165-448-308-779-604,3,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_amtrol_licensing_generering_indretning_mning_sammensat_tank_turbu,asset_c7817a390963,DK 2622143 T3,020-689-886-554-174,INDRETNING TIL GENERERING AF TURBULENT STRØMNING I EN SAMMENSAT TANK,2019-12-16,2010-10-01,AMTROL LICENSING INC,,BARETTA DAVID III;;VAN HAAREN CHRISTOPHER A,DK,T3,ACTIVE,E03B11/04;;E03B11/12;;Y10T137/86348;;E03B11/04;;E03B11/12;;Y02A20/00;;Y10T137/86348,E03B3/06;;B65D90/00;;E03B11/02,https://lens.org/020-689-886-554-174,6,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_antaya_tech_free_indium_lead_silver_solder,asset_0b4017790186,WO 2016/186954 A1,179-144-347-458-446,INDIUM-TIN-SILVER BASED LEAD FREE SOLDER,2016-11-24,2015-05-15,ANTAYA TECH CORP,,PEREIRA JOHN;;ANTAYA STEPHEN C,WO,A1,PENDING,B23K35/0222;;B23K35/28;;B23K1/0008;;C22C28/00;;B23K35/262;;C22C13/00;;B23K35/26;;H05K3/346;;H05K3/3465;;B23K1/0016;;B23K35/26;;C22C28/00;;C22C28/00;;C22C13/00;;B23K35/262;;H05K3/346;;H05K3/3465;;B23K35/26,B23K35/24;;B23K35/26;;C22C28/00,https://lens.org/179-144-347-458-446,5,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_antaya_technologies_chumbo_composi_livre_solda,asset_0cf2e9c858bc,BR 112013019849 A2,181-116-809-032-620,composição de solda livre de chumbo,2016-10-11,2011-02-04,ANTAYA TECHNOLOGIES CORP,,MACKIN ALEXANDRA M;;HWANG JENNIE S;;PEREIRA JOHN;;GONSALVES JOSEPH C,BR,A2,ACTIVE,B23K35/26;;B23K35/24;;C03C27/046;;C22C1/02;;C22C28/00;;B23K35/26;;B23K35/24;;B60R16/02;;B60Y2410/115;;C03C27/046;;C22C1/02;;C22C28/00;;H05K1/0306;;H05K3/3465,B23K35/24;;C22C28/00,https://lens.org/181-116-809-032-620,4,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_astro_dati_dispositivo_registrazione_sopporto_termosen,asset_b383229fd676,IT 8867147 A0,113-332-134-284-052,DISPOSITIVO PER LA REGISTRAZIONE DI DATI SU UN SOPPORTO TERMOSENSIBILE,1988-02-26,1987-02-27,ASTRO MED INC,,SULLIVAN MICHAEL J;;GASKILL DAVID M;;ONDIS ALBERT W,IT,A0,EXPIRED,G01D15/10;;G01D9/30;;B41J2/315;;G01D15/10;;G01D9/30,B41J2/32;;G01D9/30;;G01D15/10,https://lens.org/113-332-134-284-052,5,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_audet_gerard_means_mounting_razor,asset_2fd793ea9967,GB 2147203 B,037-727-133-921-349,RAZOR WITH MOUNTING MEANS,1987-01-07,1983-09-29,AUDET GERARD,,AUDET GERARD,GB,B,EXPIRED,A45D27/29,A45D27/29,https://lens.org/037-727-133-921-349,3,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_audet_gerard_means_mounting_razor,asset_d152708e6274,GB 2147203 A,162-088-507-498-041,Razor with mounting means,1985-05-09,1983-09-29,AUDET GERARD,,AUDET GERARD,GB,A,EXPIRED,A45D27/29,A45D27/29,https://lens.org/162-088-507-498-041,3,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_austem_assento_faixa,asset_6ca306e059e0,BR 112013026692 A2,046-654-438-481-331,faixa de assento,2016-12-27,2011-04-21,AUSTEM CO LTD,,OH BUM SUK;;KIM HOON;;PARK YOUNG JIN,BR,A2,DISCONTINUED,B60N2/0705;;B60N2/0806;;B60N2/0818;;B60N2/0843;;B60N2/08;;B60N2/06;;B60N2/07;;B60N2/0705;;B60N2/0715;;B60N2/0806;;B60N2/0818;;B60N2/0843;;B60N2/0806;;B60N2/07;;B60N2/0705;;B60N2/0715;;B60N2/0818;;B60N2/0843,B60N2/06;;B60N2/08,https://lens.org/046-654-438-481-331,2,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_austem_controle_reclinador,asset_a7235248cb1f,BR 112012013054 A2,098-092-004-197-506,reclinador com controle.,2016-11-22,2011-03-09,AUSTEM CO LTD,,CHAE SU MIM;;KIM WON KEE,BR,A2,DISCONTINUED,B60N2/2252;;B60N2/2254;;B60N2/22;;B60N2/20;;B60N2/225;;B60N2/2213;;B60N2/2252;;B60N2/2254,B60N2/20;;B60N2/22;;B60N2/225,https://lens.org/098-092-004-197-506,2,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_avco_corp_apparatus_rivet_setting,asset_085a930116ae,WO 1992/004156 A1,115-591-089-558-200,RIVET SETTING APPARATUS AND METHOD OF SETTING A RIVET,1992-03-19,1990-09-07,AVCO CORP,,HOWARD STEPHEN FRANKLIN;;HOPKINS TERRY WAYNE,WO,A1,PENDING,B21J15/36;;B21J5/02;;B21J15/10;;Y10T29/53774;;B21J15/36;;B21J5/02;;B21J15/10;;Y10T29/53774,B21J15/02;;B21J15/10;;B21J15/36,https://lens.org/115-591-089-558-200,5,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_avco_corp_carbon_oxydation_protection,asset_7b5225b662cd,CA 1328057 C,040-409-001-645-340,OXYDATION PROTECTION SYSTEM FOR CARBON,1994-03-29,1988-02-01,AVCO CORP,,HASELKORN MICHAEL H,CA,C,EXPIRED,C04B41/009;;C04B41/52;;C04B41/89;;Y10T428/30;;C04B41/009;;C04B41/52;;C04B41/89;;Y10T428/30,C04B41/52;;C04B41/89,https://lens.org/040-409-001-645-340,3,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
